smiles,vina_score
Nc1cc2ncnc(NCc3ccc(cc3)C(F)(F)F)c2cn1,-7.2
COc1ccccc1CNc1ncnc2cc(N)ncc12,-7.2
COc1cccc(CNc2ncnc3cc(N)ncc23)c1,-7.2
COc1ccc(CNc2ncnc3cc(N)ncc23)cc1,-7.6
Nc1cc2ncnc(NCc3ccccc3N)c2cn1,-7.8
Nc1cccc(CNc2ncnc3cc(N)ncc23)c1,-7.0
Nc1ccc(CNc2ncnc3cc(N)ncc23)cc1,-6.6
CN(C)c1ccccc1CNc1ncnc2cc(N)ncc12,-7.0
CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,-7.1
CN(C)c1ccc(CNc2ncnc3cc(N)ncc23)cc1,-5.1
NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,-0.5
Cn1c([Se][Se]c2c(C(=O)OC(C)(C)C)c3ccccc3n2C)c(C(=O)OC(C)(C)C)c2ccccc12,-7.9
Cn1c([Se][Se]c2c(C(O)=O)c3ccccc3n2C)c(C(O)=O)c2ccccc12,-5.7
CCN(CC)CCNC(=O)c1c([Se][Se]c2c(C(=O)NCCN(CC)CC)c3ccccc3n2C)n(C)c2ccccc12,-7.7
N[C@@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,-7.9
N(c1ccccc1)c1ncnc2ccccc12,-8.2
Fc1cccc(Nc2ncnc3ccccc23)c1,-8.0
Clc1cccc(Nc2ncnc3ccccc23)c1,-7.9
Brc1cccc(Nc2ncnc3ccccc23)c1,-8.0
Ic1cccc(Nc2ncnc3ccccc23)c1,-8.5
FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,-7.8
COc1ccc2ncnc(Nc3ccccc3)c2c1,-7.7
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-7.7
Nc1ccc2ncnc(Nc3ccccc3)c2c1,-7.8
Nc1ccc2ncnc(Nc3cccc(c3)C(F)(F)F)c2c1,-7.6
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-8.1
[O-][N+](=O)c1ccc2ncnc(Nc3ccccc3)c2c1,-7.5
[O-][N+](=O)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-8.0
[O-][N+](=O)c1ccc2ncnc(Nc3cccc(c3)C(F)(F)F)c2c1,-8.0
COc1ccc2c(Nc3ccccc3)ncnc2c1,-8.0
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-7.9
Nc1ccc2c(Nc3ccccc3)ncnc2c1,-8.2
Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,-7.9
Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,-7.8
Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-7.4
Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,-7.8
Nc1ccc2c(Nc3cccc(c3)C(F)(F)F)ncnc2c1,-8.2
[O-][N+](=O)c1ccc2c(Nc3ccccc3)ncnc2c1,-8.5
[O-][N+](=O)c1ccc2c(Nc3cccc(F)c3)ncnc2c1,-8.4
[O-][N+](=O)c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,-8.2
[O-][N+](=O)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-7.7
[O-][N+](=O)c1ccc2c(Nc3cccc(I)c3)ncnc2c1,-8.0
[O-][N+](=O)c1ccc2c(Nc3cccc(c3)C(F)(F)F)ncnc2c1,-7.9
COc1cc2ncnc(Nc3ccccc3)c2cc1OC,-6.9
COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,-8.0
COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)Cl,-6.9
COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,-7.4
COc1cc2ncnc(Nc3cccc(c3)C(F)(F)F)c2cc1OC,-7.7
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-7.9
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-7.0
COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,-7.8
Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-8.6
CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-7.9
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-7.8
CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-8.2
CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,-7.7
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,-7.8
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,-7.9
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,-7.9
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,-7.9
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,-7.9
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+]([O-])=O,-8.0
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+]([O-])=O,-7.3
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+]([O-])=O,-8.5
CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+]([O-])=O,-7.9
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+]([O-])=O,-8.1
[O-][N+](=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,-8.3
Brc1cccc(Nc2ncnc3cc4OCOc4cc23)c1,-7.7
Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,-7.5
CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,-6.5
CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,-6.7
CCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCC,-7.7
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1OC,-7.3
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1OC,-6.7
COc1cc2nc(C)nc(Nc3cccc(Br)c3)c2cc1OC,-7.3
COc1cc2nc(N)nc(Nc3cccc(Br)c3)c2cc1OC,-7.9
COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,-7.7
COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,-7.2
COc1cc2c(Nc3cccc(Br)c3)ncnc2c(OC)c1OC,-7.6
COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,-7.2
COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,-7.8
COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC,-7.2
COc1cc2ncnc(Nc3cc(Br)cc(Br)c3)c2cc1OC,-8.4
Brc1cccc(Nc2ncnc3cc4nc[nH]c4cc23)c1,-8.6
Cc1nc2cc3ncnc(Nc4cccc(Br)c4)c3cc2[nH]1,-8.7
Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,-5.9
CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,-7.8
Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.0
CN(C)CCn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.3
CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc12,-8.3
Brc1cccc(Nc2ncnc3ccc4[nH]cnc4c23)c1,-8.0
Brc1cccc(Nc2ncnc3c4nc[nH]c4ccc23)c1,-8.4
Brc1cccc(Nc2ncnc3cc4nn[nH]c4cc23)c1,-8.4
Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,-8.4
Brc1cccc(Nc2ncnc3cc4cn[nH]c4cc23)c1,-8.5
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,-8.7
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,-8.4
Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,-9.4
Brc1cccc(Nc2ncnc3cc4ccccc4cc23)c1,-8.6
Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,-7.6
C(Nc1ncnc2ccncc12)c1ccccc1,-7.5
Nc1cc2ncnc(NCc3ccccc3)c2cn1,-8.0
CC(=O)Nc1cc2ncnc(NCc3ccccc3)c2cn1,-7.9
Brc1cccc(Nc2ncnc3ccncc23)c1,-7.6
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.8
CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.6
Fc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.8
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.9
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.1
COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.7
CNc1cc2ncn(C)\c(=N/c3cccc(Br)c3)c2cn1,-7.4
C(Nc1ncnc2cnccc12)c1ccccc1,-7.6
Brc1cccc(Nc2ncnc3cnccc23)c1,-7.5
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.5
Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.6
Fc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.4
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.7
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.5
COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.6
COc1ccc(CNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)cc1,-7.6
CNc1cc2c(Nc3ccccc3)ncnc2cn1,-7.3
C(Nc1ncnc2ncccc12)c1ccccc1,-7.5
Brc1cccc(Nc2ncnc3ncccc23)c1,-7.7
Nc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,-7.4
Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,-7.9
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,-8.0
CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2n1,-7.8
COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,-7.4
C(Nc1ncnc2cccnc12)c1ccccc1,-7.7
Brc1cccc(Nc2ncnc3cccnc23)c1,-6.8
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,-7.7
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,-7.1
Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,-7.5
CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,-7.6
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,-7.5
COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,-8.5
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,-8.9
Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.5
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-7.5
CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.5
Brc1cccc(Nc2ncnc3cc4n(CCN5CCOCC5)ncc4cc23)c1,-8.6
OC(=O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.7
Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,-9.1
Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.6
OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-7.5
CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.3
CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-8.8
Brc1cccc(Nc2ncnc3cc4n(CCN5CCOCC5)ccc4cc23)c1,-7.2
Brc1cccc(Nc2ncnc3cc4n(CCCN5CCOCC5)ccc4cc23)c1,-8.8
OC(=O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,-5.6
OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,-7.4
CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,-7.7
Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,-5.4
CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,-6.8
COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,-6.2
CN(CC(O)=O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,-7.6
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.7
CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.9
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.5
OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.4
CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.0
OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.5
CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.3
OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.4
OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-6.6
OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-6.7
CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.3
CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.3
CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-6.7
CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-6.9
CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.4
CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.4
Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,-7.2
Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,-6.6
Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,-7.6
[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,-6.6
CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,-6.7
OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-6.3
OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.9
NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.3
Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,-7.2
Brc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,-7.7
OC(=O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.5
OC(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.4
OC(=O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.7
CN(CC(O)=O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-7.6
OS(=O)(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,-8.0
CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,-7.2
CN(C)CCCCNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,-7.8
Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,-7.1
CN1CCN(CCCNc2cc3ncnc(Nc4cccc(C)c4)c3cn2)CC1,-7.5
Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,-8.0
Cc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,-7.6
Clc1ncc2ncnc(Nc3ccccc3)c2n1,-7.4
CNc1ncc2ncnc(Nc3ccccc3)c2n1,-7.5
Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,-7.2
Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,-7.0
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,-7.5
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,-7.3
COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,-6.0
CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,-7.7
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,-6.6
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,-7.4
Brc1cccc(Nc2ncnc3cnc(NCCc4cnc[nH]4)nc23)c1,-6.7
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,-7.9
Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1,-7.6
Cc1cccc(Nc2ncnc3cnc(N)nc23)c1,-7.7
CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1,-7.0
CN(C)c1ncc2ncnc(Nc3cccc(C)c3)c2n1,-7.6
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,-7.7
Cc1cccc(Nc2ncnc3cnc(NCCc4cnc[nH]4)nc23)c1,-7.3
Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.5
CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.7
CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.0
OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.3
CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.2
OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.0
CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.0
CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.2
CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-6.6
CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-6.0
CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.1
CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.3
CN(C)CCN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-6.7
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,-6.7
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,-7.5
CN1CCN(CCCNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1,-5.9
OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-5.8
OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.7
Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,-6.5
Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,-7.7
Brc1cccc(Nc2ncnc3cnc(NCCc4cnc[nH]4)cc23)c1,-7.7
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,-7.7
CN1CCN(CC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.2
OC(=O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.4
CN(CC(O)=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.3
OC(=O)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,-7.6
CNc1cc2c(Nc3ccccc3)ncnc2cn1,-7.1
CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,-7.5
CNc1cc2c(Nc3cccc(c3)C(F)(F)F)ncnc2cn1,-7.9
