smiles,vina_score
COc1cc2c(Nc3cc(F)c(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.1
COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3Cl)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-6.6
COc1cc2c(Nc3cc(Cl)c(Cl)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.4
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.5
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-8.1
COc1cc2c(Nc3cccc(Cl)c3C)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.9
COc1cc2c(Nc3ccc(F)c(F)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-8.9
COc1cc2c(Nc3ccccc3Cl)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-8.7
COc1cc2c(Nc3ccccc3F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-8.2
COc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.7
COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.3
COc1cc2c(Nc3ccc(Cl)cc3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.3
COc1cc2c(Nc3ccc(Cl)cc3Cl)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-8.2
COc1cc2c(Nc3cc(Cl)ccc3Cl)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.8
COc1cc2c(Nc3c(F)cc(F)cc3Br)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.6
COc1cc2c(Nc3ccc(Cl)c(c3)C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.0
COc1cc2c(Nc3cc(ccc3Cl)C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-8.0
COc1cc2c(Nc3cccc(c3F)C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-6.0
COc1cc2c(Nc3cc(ccc3Br)C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-6.2
COc1cc2c(Nc3ccc(cc3Br)C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-6.2
COc1cc2c(Nc3ccc(F)cc3C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-6.6
COc1cc2c(Nc3cc(Br)cc(c3)C(F)(F)F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-8.8
COc1cc2c(Nc3ccccc3Br)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.6
COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.4
COc1cc2c(Nc3ccc(Br)cc3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.7
COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.2
COc1cc2c(Nc3ccc(Cl)cc3C)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.8
COc1cc2c(Nc3cc(C)cc(C)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-6.6
COc1ccc(OC)c(Nc2ncnc3cc(O[C@@H]4CO[C@H]5[C@H](F)CO[C@@H]45)c(OC)cc23)c1,-7.4
COc1cc(OC)c(Nc2ncnc3cc(O[C@@H]4CO[C@H]5[C@H](F)CO[C@@H]45)c(OC)cc23)cc1Cl,-7.2
COc1cc(Nc2ncnc3cc(O[C@@H]4CO[C@H]5[C@H](F)CO[C@@H]45)c(OC)cc23)c(OC)cc1Cl,-8.5
COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1O[C@@H]1CO[C@H]2[C@H](F)CO[C@@H]12,-7.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(CN(C)C)n1,-7.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN(C)C)no1,-6.7
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCN(C)CC2)no1,-7.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C1CCNCC1,-5.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C1CCN(C)CC1,-6.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCOCC2)no1,-7.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCCO1,-7.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C1CCCCN1,-7.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN(C)C)n1,-6.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(Cc2ccccc2)CCO1,-3.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCO1)C(=O)OC(C)(C)C,-6.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN2CCOCC2)n1,-6.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(CN2CCN(C)CC2)n1,-7.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,-7.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCCCO1,-8.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C1CCCNC1,-8.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C1CCCCN1C,-8.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCCO1,-6.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C1CCCN(C)C1,-7.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C(C)(C)C,-6.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(n1)-c1ccccc1,-7.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cccc2nsnc12,-7.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(C)on1,-4.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(C)c1-c1ccccc1,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc2ccccc2s1,-7.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1ccc2nonc2c1,-6.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nsc(n1)-c1cccs1,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)-c1ccc(cc1)C(F)(F)F,-5.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)-c1ccc(Cl)cc1,-3.9
COc1ccc2cc(Br)ccc2c1COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2cc1OC,-7.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cscn1,-7.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1ccc(Cl)nc1,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1ccncc1,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(C)n1,-4.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(Cl)n(C)nc1-c1ccccc1,-4.7
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1=CC2C(S1)N(C)N=C2C(F)(F)F,-8.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(no1)-c1ccccc1,-7.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(C)cc(C)cc1C,-7.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cccnc1,-3.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(Oc2ccc(Cl)cc2Cl)n(C)nc1C(F)(F)F,-7.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CC1,-8.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CCCO1,-8.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC1CCCC1,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CCCCC1,-7.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CCCCC1,-7.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CCC1,-7.7
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1OCCO1,-7.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1OCCCO1,-7.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCN1CCOCC1,-7.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCN1CCCC1,-7.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCN1CCCCC1,-6.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCN1C(=O)c2ccccc2C1=O,-7.2
CO[C@@H]1O[C@@H](COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)[C@H](O)[C@@H](O)[C@@H]1O,-7.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC(=O)N1CCOCC1,-3.2
CCN(CC)c1ccc(cc1)-c1csc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)n1,-0.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(cs1)-c1ccc(O)c(c1)C(N)=O,-7.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(cs1)-c1cccnc1,-5.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(cs1)-c1ccccn1,-5.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(cs1)-c1ccncc1,-6.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)N1CCOCC1,-7.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)N1CCOCC1,-7.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)N(C)C,-5.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCN(C)CC2)cs1,-7.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCOCC2)cs1,-4.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(CN2CCCN(C)CC2)cs1,-7.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(COCc2ccccc2)n1,-6.8
CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,-6.7
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)C1CCNCC1,-6.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)N1CCN(CC1)C(=O)OC(C)(C)C,-7.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)N1CCNCC1,-7.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)N1CCCC1,-6.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)N1CCN(C)CC1,-6.7
CCN1CCCCC1c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)no1,-4.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)-c1ccc(cc1)C(F)(F)F,-0.6
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)-c1ccc(Cl)cc1,-8.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)-c1c(C)noc1C,-4.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)-c1ccc(cc1)C(C)(C)C,-7.5
COc1ccccc1-c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)no1,-5.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nnc(o1)-c1ccc(C)cc1,-6.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nccn1Cc1ccccc1,-3.7
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(C)onc1-c1c(Cl)cccc1Cl,-6.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(F)cc2OCCOc12,-5.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1cc(Br)cc(Br)c1,-7.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1=N[N](CS(=O)(=O)c2ccccn2)=CO1,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)-c1ccccc1,-6.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1ccc2nc(cc(Cl)c2c1)C(F)(F)F,-7.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CCCN1C,-7.2
CCN1CCC(CC1)c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)no1,-7.2
CCN1CCCC(C1)c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)no1,-6.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)N(C)C,-7.1
CCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,-6.6
CCN1CCC(CC1)c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)cs1,-8.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)C1CCCN1,-6.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)C1CCCN1,-2.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(COC(=O)c2ccccc2)n1,-7.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(CO)n1,-6.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc2CC(C)NCc2s1,-6.7
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)[C@@H]1CSCN1,-6.8
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)C1CCCCN1,-7.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)C1CCCCN1C,-6.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)C1CCCNC1,-4.9
CCN1CCCCC1c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)cs1,-6.5
CCN1CCCC(C1)c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)cs1,-6.7
CCN1CCCC1c1noc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)n1,-5.7
CCN1CCCC1c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)cs1,-7.7
CCC1Cc2nc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)sc2CN1,-7.0
CCCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,-4.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CC2CC2)CCCO1,-6.1
COCCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,-5.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCCO1)C(C)C,-6.2
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)N1CCNCC1,-6.7
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(n1)C1CCCN1,-7.9
CCN1CCCC1c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)no1,-8.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(no1)[C@@H]1CCCN1C,-7.4
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(n1)[C@@H]1CCCN1C,-6.8
CCN1CCN(CC1)c1nc(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)cs1,-7.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCN1C,-5.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCO1)C1CCCC1,-6.9
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCO1)C(C)C,-4.0
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCCc2ccccc2)CCO1,-6.7
COCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,-2.3
CCOC(=O)C(C)N1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,-4.5
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCCCC=C)CCO1,-4.3
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCOCCO)CCO1,-5.6
COC(=O)CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,-1.1
COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(CCCCCC#N)CCO1,-4.0
CCc1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cnn2ccccc12,-3.6
CCc1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cnn2ccccc12,-3.2
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncnc(n1)-c1c(C2=CCOCC2)n(C)c2ccccc12,-2.7
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncnc(n1)-c1c(C2=CCOCC2)n(C)c2ccccc12,-2.2
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncnc(n1)-c1c(-c2ccccc2)n(C)c2ccccc12,-0.6
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncnc(n1)-c1c(C2CCOCC2)n(C)c2ccccc12,-0.6
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1c(-c2cncc(Cl)c2)n(C)c2ccccc12,-0.5
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1c(-c2ccccc2)n(C)c2ccccc12,-2.9
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1c(-c2ccccc2)n(C)c2ccccc12,-1.3
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1c(-c2ccccc2)n(C)c2ccccc12,-0.9
COC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cn(C)c2ccccc12,-3.7
CCOC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cn(C)c2ccccc12,-0.5
CCOC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cn(C)c2ccccc12,-0.2
CCOC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cn(C)c2ccccc12,-0.5
CCOC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cn(C)c2ccccc12,-5.2
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC2COC2)c(n1)-c1cn(C)c2ccccc12,-0.7
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC2COC2)c(n1)-c1cn(C)c2ccccc12,-1.4
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC2CN(C)C2)c(n1)-c1cn(C)c2ccccc12,-0.2
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OCC2CC2)c(n1)-c1cn(C)c2ccccc12,-4.3
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OCC2CC2)c(n1)-c1cn(C)c2ccccc12,-0.5
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC2CCC2)c(n1)-c1cn(C)c2ccccc12,-2.9
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC2CCC2)c(n1)-c1cn(C)c2ccccc12,-5.1
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC2CCC2)c(n1)-c1cn(C)c2ccccc12,-4.4
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC(C)C)c(n1)-n1ccc2ccccc12,-1.6
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC(C)C)c(n1)-n1ccc2ccccc12,-2.7
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC(C)C)c(n1)-n1ccc2ccccc12,-2.2
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC(C)C)c(n1)-n1ccc2ccccc12,-2.5
COC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CC2CCCN2C)nc1-c1cn(C)c2ccccc12,-4.3
COC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CC2CCCN2C)nc1-c1cn(C)c2ccccc12,-1.5
COc1cc(N(C)CC2CCCN2C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OC(C)C)c(n1)-c1cn(C)c2ccccc12,-0.7
COc1ccc(NC(=O)C=C)cc1Nc1ncc(C#N)c(n1)-c1cn(C)c2cc(OCCCN(C)C)ccc12,-0.9
COc1ccc(NC(=O)C=C)cc1Nc1ncc(C#N)c(n1)-c1cn(C)c2cc(OCCN3CCCC3)ccc12,-2.7
COc1ccc(NC(=O)C=C)cc1Nc1ncc(C#N)c(n1)-c1cn(C)c2cc(OCCN3CCCC3)ccc12,-0.1
COc1ccc(NC(=O)C=C)cc1Nc1ncc(C#N)c(n1)-c1cn(C)c2cc(OCC3CCCN3C)ccc12,-0.2
COc1ccc(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1c[nH]c2cc(OCCN3CCCC3)ccc12,-2.9
COc1ccc(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1c[nH]c2cc(OCCN3CCCC3)ccc12,-3.2
COc1ccc(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1c[nH]c2cc(OCCN3CCCC3)ccc12,-2.8
COc1ccc(NC(=O)C=C)cc1Nc1ncc(C#N)c(n1)-c1cn(C)c2cc(OCCC3CCCN3C)ccc12,-1.8
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,-4.3
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,-5.8
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,-1.7
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,-5.4
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1cn(C)c2ccccc12,-2.8
COc1cc(N2CC(C2)N(C)C)c(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1cnn2ccccc12,-2.7
COc1cc(N2CCN(C)CC2)c(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1cnn2ccccc12,-4.6
COc1cc(N2CCN(C)CC2)c(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1cnn2ccccc12,-5.7
COc1cc(N(C)CCN2CCN(C)CC2)c(NC(=O)C=C)cc1Nc1ncc(Cl)c(n1)-c1cnn2ccccc12,-0.4
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1ncc(C(=O)OCC(C)C)c(n1)-c1cn(C)c2ccccc12,-2.6
CCC(C)OC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cn(C)c2ccccc12,-3.0
CCC(C)OC(=O)c1cnc(Nc2cc(NC(=O)C=C)c(cc2OC)N(C)CCN(C)C)nc1-c1cn(C)c2ccccc12,-3.6
